4
0.001000
0.010000
0.100000
1.000000
17
-3.750000e+04 0.000000e+00 0.000000e+00
-3.250000e+04 0.000000e+00 0.000000e+00
-2.750000e+04 0.000000e+00 0.000000e+00
-2.250000e+04 0.000000e+00 0.000000e+00
-1.750000e+04 0.000000e+00 0.000000e+00
-1.250000e+04 0.000000e+00 0.000000e+00
-7.500000e+03 0.000000e+00 0.000000e+00
-2.500000e+03 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00
2.500000e+03 0.000000e+00 0.000000e+00
7.500000e+03 0.000000e+00 0.000000e+00
1.250000e+04 0.000000e+00 0.000000e+00
1.750000e+04 0.000000e+00 0.000000e+00
2.250000e+04 0.000000e+00 0.000000e+00
2.750000e+04 0.000000e+00 0.000000e+00
3.250000e+04 0.000000e+00 0.000000e+00
3.750000e+04 0.000000e+00 0.000000e+00
-1.500000e+04 -3.750000e+04 0.000000e+00
-1.500000e+04 -3.250000e+04 0.000000e+00
-1.500000e+04 -2.750000e+04 0.000000e+00
-1.500000e+04 -2.250000e+04 0.000000e+00
-1.500000e+04 -1.750000e+04 0.000000e+00
-1.500000e+04 -1.250000e+04 0.000000e+00
-1.500000e+04 -7.500000e+03 0.000000e+00
-1.500000e+04 -2.500000e+03 0.000000e+00
-1.500000e+04 0.000000e+00 0.000000e+00
-1.500000e+04 2.500000e+03 0.000000e+00
-1.500000e+04 7.500000e+03 0.000000e+00
-1.500000e+04 1.250000e+04 0.000000e+00
-1.500000e+04 1.750000e+04 0.000000e+00
-1.500000e+04 2.250000e+04 0.000000e+00
-1.500000e+04 2.750000e+04 0.000000e+00
-1.500000e+04 3.250000e+04 0.000000e+00
-1.500000e+04 3.750000e+04 0.000000e+00
0.000000e+00 -3.750000e+04 0.000000e+00
0.000000e+00 -3.250000e+04 0.000000e+00
0.000000e+00 -2.750000e+04 0.000000e+00
0.000000e+00 -2.250000e+04 0.000000e+00
0.000000e+00 -1.750000e+04 0.000000e+00
0.000000e+00 -1.250000e+04 0.000000e+00
0.000000e+00 -7.500000e+03 0.000000e+00
0.000000e+00 -2.500000e+03 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 2.500000e+03 0.000000e+00
0.000000e+00 7.500000e+03 0.000000e+00
0.000000e+00 1.250000e+04 0.000000e+00
0.000000e+00 1.750000e+04 0.000000e+00
0.000000e+00 2.250000e+04 0.000000e+00
0.000000e+00 2.750000e+04 0.000000e+00
0.000000e+00 3.250000e+04 0.000000e+00
0.000000e+00 3.750000e+04 0.000000e+00
1.500000e+04 -3.750000e+04 0.000000e+00
1.500000e+04 -3.250000e+04 0.000000e+00
1.500000e+04 -2.750000e+04 0.000000e+00
1.500000e+04 -2.250000e+04 0.000000e+00
1.500000e+04 -1.750000e+04 0.000000e+00
1.500000e+04 -1.250000e+04 0.000000e+00
1.500000e+04 -7.500000e+03 0.000000e+00
1.500000e+04 -2.500000e+03 0.000000e+00
1.500000e+04 0.000000e+00 0.000000e+00
1.500000e+04 2.500000e+03 0.000000e+00
1.500000e+04 7.500000e+03 0.000000e+00
1.500000e+04 1.250000e+04 0.000000e+00
1.500000e+04 1.750000e+04 0.000000e+00
1.500000e+04 2.250000e+04 0.000000e+00
1.500000e+04 2.750000e+04 0.000000e+00
1.500000e+04 3.250000e+04 0.000000e+00
1.500000e+04 3.750000e+04 0.000000e+00
